id,node_id,temp,humidity,ax,ay,az,x,y,z,co_ppm,ch4_ppm,hazardous_ppm,rfid,status,timestamp
2716,ESP32-Miner-01,29.70,68.30,0.01,-0.01,9.77,0.00,0.00,0.00,70.00,0.30,0.00,Worker-X99,SAFE,2026-02-13T18:43:06Z
2717,ESP32-Miner-01,26.00,66.00,-0.04,0.07,9.82,0.00,0.00,0.00,26.00,1.40,0.00,Worker-X99,SAFE,2026-02-13T18:43:07Z
2718,ESP32-Miner-01,28.40,66.30,0.06,-0.09,9.72,0.00,0.00,0.00,73.00,3.60,0.00,Worker-X99,SAFE,2026-02-13T18:43:08Z
2719,ESP32-Miner-01,26.60,63.20,-0.03,0.00,9.90,0.00,0.00,0.00,70.00,4.30,0.00,Worker-X99,SAFE,2026-02-13T18:43:09Z
2720,ESP32-Miner-01,29.60,61.40,0.08,-0.08,9.71,0.00,0.00,0.00,47.00,2.80,0.00,Worker-X99,SAFE,2026-02-13T18:43:10Z
2721,ESP32-Miner-01,29.20,65.60,-0.04,0.06,9.77,0.00,0.00,0.00,66.00,1.80,0.00,Worker-X99,SAFE,2026-02-13T18:43:11Z
2722,ESP32-Miner-01,28.00,69.60,0.07,0.00,9.86,0.00,0.00,0.00,10.00,1.90,0.00,Worker-X99,SAFE,2026-02-13T18:59:03Z
2723,ESP32-Miner-01,29.70,68.70,-0.01,0.08,9.84,0.00,0.00,0.00,28.00,1.30,0.00,Worker-X99,SAFE,2026-02-13T18:59:04Z
2724,ESP32-Miner-01,29.40,60.20,-0.03,-0.06,9.78,0.00,0.00,0.00,10.00,0.40,0.00,Worker-X99,SAFE,2026-02-13T18:59:05Z
2725,ESP32-Miner-01,27.50,60.90,-0.06,0.09,9.74,0.00,0.00,0.00,13.00,2.10,0.00,Worker-X99,SAFE,2026-02-13T18:59:06Z
2726,ESP32-Miner-01,27.80,64.50,-0.09,-0.04,9.87,0.00,0.00,0.00,34.00,1.70,0.00,Worker-X99,SAFE,2026-02-13T18:59:07Z
2727,ESP32-Miner-01,26.30,61.80,-0.08,0.04,9.73,0.00,0.00,0.00,57.00,2.40,0.00,Worker-X99,SAFE,2026-02-13T18:59:08Z
2728,ESP32-Miner-01,26.70,65.60,-0.04,0.05,9.77,0.00,0.00,0.00,69.00,1.10,0.00,Worker-X99,SAFE,2026-02-13T18:59:09Z
2729,ESP32-Miner-01,27.80,66.30,-0.05,-0.08,9.87,0.00,0.00,0.00,42.00,3.40,0.00,Worker-X99,SAFE,2026-02-13T18:59:10Z
2730,ESP32-Miner-01,27.20,67.20,-0.01,-0.07,9.84,0.00,0.00,0.00,68.00,4.50,0.00,Worker-X99,SAFE,2026-02-13T18:59:11Z
2731,ESP32-Miner-01,29.40,60.10,0.07,0.07,9.86,0.00,0.00,0.00,31.00,1.80,0.00,Worker-X99,SAFE,2026-02-13T18:59:12Z
2732,ESP32-Miner-01,27.40,69.70,0.08,-0.08,9.72,0.00,0.00,0.00,76.00,4.90,0.00,Worker-X99,SAFE,2026-02-13T18:59:13Z
2733,ESP32-Miner-01,27.50,61.20,-0.10,-0.10,9.73,0.00,0.00,0.00,63.00,1.20,0.00,Worker-X99,SAFE,2026-02-13T18:59:14Z
2734,ESP32-Miner-01,28.00,69.60,0.07,0.00,9.86,0.00,0.00,0.00,10.00,1.90,0.00,Worker-X99,SAFE,2026-02-13T18:59:27Z
2735,ESP32-Miner-01,29.70,68.70,-0.01,0.08,9.84,0.00,0.00,0.00,28.00,1.30,0.00,Worker-X99,SAFE,2026-02-13T18:59:28Z
2736,ESP32-Miner-01,29.40,60.20,-0.03,-0.06,9.78,0.00,0.00,0.00,10.00,0.40,0.00,Worker-X99,SAFE,2026-02-13T18:59:29Z
2737,ESP32-Miner-01,27.50,60.90,-0.06,0.09,9.74,0.00,0.00,0.00,13.00,2.10,0.00,Worker-X99,SAFE,2026-02-13T18:59:30Z
2738,ESP32-Miner-01,27.80,64.50,-0.09,-0.04,9.87,0.00,0.00,0.00,34.00,1.70,0.00,Worker-X99,SAFE,2026-02-13T18:59:31Z
2739,ESP32-Miner-01,26.30,61.80,-0.08,0.04,9.73,0.00,0.00,0.00,57.00,2.40,0.00,Worker-X99,SAFE,2026-02-13T18:59:32Z
2740,ESP32-Miner-01,26.70,65.60,-0.04,0.05,9.77,0.00,0.00,0.00,69.00,1.10,0.00,Worker-X99,SAFE,2026-02-13T18:59:33Z
2741,ESP32-Miner-01,27.80,66.30,-0.05,-0.08,9.87,0.00,0.00,0.00,42.00,3.40,0.00,Worker-X99,SAFE,2026-02-13T18:59:34Z
2742,ESP32-Miner-01,27.20,67.20,-0.01,-0.07,9.84,0.00,0.00,0.00,68.00,4.50,0.00,Worker-X99,SAFE,2026-02-13T18:59:35Z
2743,ESP32-Miner-01,29.40,60.10,0.07,0.07,9.86,0.00,0.00,0.00,31.00,1.80,0.00,Worker-X99,SAFE,2026-02-13T18:59:36Z
2744,ESP32-Miner-01,27.40,69.70,0.08,-0.08,9.72,0.00,0.00,0.00,76.00,4.90,0.00,Worker-X99,SAFE,2026-02-13T18:59:37Z
2745,ESP32-Miner-01,27.50,61.20,-0.10,-0.10,9.73,0.00,0.00,0.00,63.00,1.20,0.00,Worker-X99,SAFE,2026-02-13T18:59:38Z
2746,ESP32-Miner-01,27.60,63.80,0.00,0.02,9.83,0.00,0.00,0.00,13.00,3.00,0.00,Worker-X99,SAFE,2026-02-13T18:59:39Z
2747,ESP32-Miner-01,27.30,68.40,-0.07,-0.05,9.75,0.00,0.00,0.00,39.00,3.20,0.00,Worker-X99,SAFE,2026-02-13T18:59:40Z
2748,ESP32-Miner-01,26.00,61.00,-0.06,0.09,9.85,0.00,0.00,0.00,31.00,0.10,0.00,Worker-X99,SAFE,2026-02-13T18:59:41Z
2749,ESP32-Miner-01,27.50,61.50,-0.10,0.02,9.87,0.00,0.00,0.00,16.00,2.30,0.00,Worker-X99,SAFE,2026-02-13T18:59:42Z
2750,ESP32-Miner-01,29.80,66.90,-0.03,0.09,9.73,0.00,0.00,0.00,37.00,1.40,0.00,Worker-X99,SAFE,2026-02-13T18:59:43Z
2751,ESP32-Miner-01,28.70,64.20,-0.08,0.09,9.78,0.00,0.00,0.00,50.00,4.20,0.00,Worker-X99,SAFE,2026-02-13T18:59:44Z
2752,ESP32-Miner-01,27.50,67.10,-0.03,-0.07,9.78,0.00,0.00,0.00,15.00,0.60,0.00,Worker-X99,SAFE,2026-02-13T18:59:45Z
2753,ESP32-Miner-01,26.00,69.70,0.02,0.05,9.90,0.00,0.00,0.00,47.00,4.20,0.00,Worker-X99,SAFE,2026-02-13T18:59:46Z
2754,ESP32-Miner-01,29.10,62.40,-0.03,0.05,9.82,0.00,0.00,0.00,2.00,2.00,0.00,Worker-X99,SAFE,2026-02-13T18:59:47Z
2755,ESP32-Miner-01,29.40,63.30,0.03,0.07,9.77,0.00,0.00,0.00,69.00,0.90,0.00,Worker-X99,SAFE,2026-02-13T18:59:48Z
2756,ESP32-Miner-01,26.60,69.30,0.09,-0.08,9.79,0.00,0.00,0.00,69.00,0.80,0.00,Worker-X99,SAFE,2026-02-13T18:59:49Z
2757,ESP32-Miner-01,29.60,69.00,0.02,-0.01,9.89,0.00,0.00,0.00,40.00,2.20,0.00,Worker-X99,SAFE,2026-02-13T18:59:50Z
2758,ESP32-Miner-01,29.40,67.10,0.07,0.08,9.75,0.00,0.00,0.00,49.00,0.90,0.00,Worker-X99,SAFE,2026-02-13T18:59:51Z
2759,ESP32-Miner-01,28.60,68.30,-0.06,-0.09,9.72,0.00,0.00,0.00,51.00,4.80,0.00,Worker-X99,SAFE,2026-02-13T18:59:52Z
2760,ESP32-Miner-01,27.60,64.00,0.09,-0.08,9.77,0.00,0.00,0.00,19.00,4.50,0.00,Worker-X99,SAFE,2026-02-13T18:59:53Z
2761,ESP32-Miner-01,26.30,64.90,-0.02,0.05,9.83,0.00,0.00,0.00,4.00,3.10,0.00,Worker-X99,SAFE,2026-02-13T18:59:54Z
2762,ESP32-Miner-01,28.90,63.90,0.04,0.03,9.84,0.00,0.00,0.00,7.00,1.60,0.00,Worker-X99,SAFE,2026-02-13T18:59:55Z
2763,ESP32-Miner-01,29.10,63.90,-0.09,0.04,9.73,0.00,0.00,0.00,34.00,4.90,0.00,Worker-X99,SAFE,2026-02-13T18:59:56Z
2764,ESP32-Miner-01,27.90,65.60,0.07,-0.08,9.85,0.00,0.00,0.00,66.00,4.90,0.00,Worker-X99,SAFE,2026-02-13T18:59:57Z
2765,ESP32-Miner-01,26.00,65.50,0.04,0.07,9.85,0.00,0.00,0.00,3.00,0.90,0.00,Worker-X99,SAFE,2026-02-13T18:59:58Z
2766,ESP32-Miner-01,27.70,68.30,0.07,-0.08,9.89,0.00,0.00,0.00,4.00,4.70,0.00,Worker-X99,SAFE,2026-02-13T18:59:59Z
2767,ESP32-Miner-01,28.00,67.30,-0.03,0.02,9.84,0.00,0.00,0.00,35.00,1.70,0.00,Worker-X99,SAFE,2026-02-13T19:00:00Z
2768,ESP32-Miner-01,29.00,65.10,-0.03,0.03,9.83,0.00,0.00,0.00,27.00,1.10,0.00,Worker-X99,SAFE,2026-02-13T19:00:01Z
2769,ESP32-Miner-01,28.50,63.40,-0.08,-0.02,9.85,0.00,0.00,0.00,31.00,3.40,0.00,Worker-X99,SAFE,2026-02-13T19:00:02Z
2770,ESP32-Miner-01,28.80,61.10,0.02,-0.07,9.75,0.00,0.00,0.00,43.00,0.20,0.00,Worker-X99,SAFE,2026-02-13T19:00:03Z
2771,ESP32-Miner-01,28.60,64.20,-0.09,-0.10,9.87,0.00,0.00,0.00,64.00,1.20,0.00,Worker-X99,SAFE,2026-02-13T19:00:04Z
2772,ESP32-Miner-01,26.40,64.40,-0.02,-0.06,9.89,0.00,0.00,0.00,68.00,4.90,0.00,Worker-X99,SAFE,2026-02-13T19:00:05Z
2773,ESP32-Miner-01,26.40,69.10,-0.07,-0.07,9.76,0.00,0.00,0.00,32.00,1.10,0.00,Worker-X99,SAFE,2026-02-13T19:00:06Z
2774,ESP32-Miner-01,27.10,61.60,-0.08,0.06,9.71,0.00,0.00,0.00,78.00,3.00,0.00,Worker-X99,SAFE,2026-02-13T19:00:07Z
2775,ESP32-Miner-01,27.60,66.30,-0.02,-0.04,9.81,0.00,0.00,0.00,72.00,2.00,0.00,Worker-X99,SAFE,2026-02-13T19:00:08Z
2776,ESP32-Miner-01,26.10,66.70,-0.04,-0.10,9.78,0.00,0.00,0.00,17.00,4.90,0.00,Worker-X99,SAFE,2026-02-13T19:00:09Z
2777,ESP32-Miner-01,29.80,61.50,0.02,0.09,9.88,0.00,0.00,0.00,60.00,4.40,0.00,Worker-X99,SAFE,2026-02-13T19:00:10Z
2778,ESP32-Miner-01,28.50,64.00,-0.06,0.01,9.83,0.00,0.00,0.00,42.00,2.30,0.00,Worker-X99,SAFE,2026-02-13T19:00:11Z
2779,ESP32-Miner-01,26.00,64.50,-0.09,0.03,9.76,0.00,0.00,0.00,25.00,3.90,0.00,Worker-X99,SAFE,2026-02-13T19:00:12Z
2780,ESP32-Miner-01,28.00,66.60,0.07,0.04,9.74,0.00,0.00,0.00,19.00,3.20,0.00,Worker-X99,SAFE,2026-02-13T19:00:14Z
2781,ESP32-Miner-01,29.20,66.60,-0.06,0.02,9.82,0.00,0.00,0.00,37.00,4.90,0.00,Worker-X99,SAFE,2026-02-13T19:00:15Z
2782,ESP32-Miner-01,27.80,64.10,-0.10,-0.04,9.87,0.00,0.00,0.00,66.00,2.40,0.00,Worker-X99,SAFE,2026-02-13T19:00:16Z
2783,ESP32-Miner-01,29.40,63.40,-0.02,0.02,9.86,0.00,0.00,0.00,10.00,0.50,0.00,Worker-X99,SAFE,2026-02-13T19:00:17Z
2784,ESP32-Miner-01,28.00,63.70,-0.05,-0.06,9.90,0.00,0.00,0.00,12.00,3.20,0.00,Worker-X99,SAFE,2026-02-13T19:00:18Z
2785,ESP32-Miner-01,26.80,62.20,0.07,-0.10,9.74,0.00,0.00,0.00,50.00,3.60,0.00,Worker-X99,SAFE,2026-02-13T19:00:19Z
2786,ESP32-Miner-01,29.00,68.80,0.00,-0.10,9.75,0.00,0.00,0.00,54.00,3.70,0.00,Worker-X99,SAFE,2026-02-13T19:00:20Z
2787,ESP32-Miner-01,29.90,67.30,0.09,0.00,9.83,0.00,0.00,0.00,70.00,4.80,0.00,Worker-X99,SAFE,2026-02-13T19:00:21Z
2788,ESP32-Miner-01,28.60,65.70,-0.07,0.00,9.79,0.00,0.00,0.00,26.00,3.30,0.00,Worker-X99,SAFE,2026-02-13T19:00:22Z
2789,ESP32-Miner-01,27.70,67.60,-0.05,0.07,9.76,0.00,0.00,0.00,66.00,0.40,0.00,Worker-X99,SAFE,2026-02-13T19:00:23Z
2790,ESP32-Miner-01,29.60,63.90,0.03,0.08,9.82,0.00,0.00,0.00,75.00,4.80,0.00,Worker-X99,SAFE,2026-02-13T19:00:24Z
2791,ESP32-Miner-01,27.20,66.70,-0.08,0.00,9.71,0.00,0.00,0.00,70.00,3.90,0.00,Worker-X99,SAFE,2026-02-13T19:00:25Z
2792,ESP32-Miner-01,28.90,68.60,0.05,0.07,9.89,0.00,0.00,0.00,13.00,0.70,0.00,Worker-X99,SAFE,2026-02-13T19:00:26Z
2793,ESP32-Miner-01,28.70,67.90,-0.08,-0.02,9.80,0.00,0.00,0.00,76.00,3.80,0.00,Worker-X99,SAFE,2026-02-13T19:00:27Z
2794,ESP32-Miner-01,28.00,66.50,0.08,-0.06,9.75,0.00,0.00,0.00,72.00,2.70,0.00,Worker-X99,SAFE,2026-02-13T19:00:28Z
2795,ESP32-Miner-01,26.80,63.40,-0.03,0.07,9.81,0.00,0.00,0.00,54.00,3.20,0.00,Worker-X99,SAFE,2026-02-13T19:00:29Z
2796,ESP32-Miner-01,26.90,62.40,-0.01,0.05,9.78,0.00,0.00,0.00,14.00,1.50,0.00,Worker-X99,SAFE,2026-02-13T19:00:30Z
2797,ESP32-Miner-01,28.10,67.30,0.06,0.07,9.76,0.00,0.00,0.00,78.00,3.20,0.00,Worker-X99,SAFE,2026-02-13T19:00:31Z
2798,ESP32-Miner-01,27.00,67.80,-0.10,0.01,9.74,0.00,0.00,0.00,19.00,0.80,0.00,Worker-X99,SAFE,2026-02-13T19:00:32Z
2799,ESP32-Miner-01,26.50,68.20,0.05,0.06,9.82,0.00,0.00,0.00,8.00,3.30,0.00,Worker-X99,SAFE,2026-02-13T19:00:33Z
2800,ESP32-Miner-01,26.40,68.30,0.03,0.06,9.75,0.00,0.00,0.00,33.00,0.20,0.00,Worker-X99,SAFE,2026-02-13T19:00:34Z
2801,ESP32-Miner-01,28.30,62.40,0.06,0.09,9.83,0.00,0.00,0.00,58.00,2.70,0.00,Worker-X99,SAFE,2026-02-13T19:00:35Z
2802,ESP32-Miner-01,26.80,69.60,0.07,-0.03,9.79,0.00,0.00,0.00,18.00,2.80,0.00,Worker-X99,SAFE,2026-02-13T19:00:36Z
2803,ESP32-Miner-01,26.30,63.70,-0.07,-0.01,9.88,0.00,0.00,0.00,20.00,0.80,0.00,Worker-X99,SAFE,2026-02-13T19:00:37Z
2804,ESP32-Miner-01,29.30,67.60,0.00,0.00,9.88,0.00,0.00,0.00,66.00,3.40,0.00,Worker-X99,SAFE,2026-02-13T19:00:39Z
2805,ESP32-Miner-01,28.50,60.00,0.07,-0.04,9.71,0.00,0.00,0.00,37.00,4.10,0.00,Worker-X99,SAFE,2026-02-13T19:00:40Z
2806,ESP32-Miner-01,28.80,64.40,0.02,-0.10,9.84,0.00,0.00,0.00,16.00,4.20,0.00,Worker-X99,SAFE,2026-02-13T19:00:41Z
2807,ESP32-Miner-01,28.20,64.70,-0.03,0.04,9.75,0.00,0.00,0.00,58.00,0.80,0.00,Worker-X99,SAFE,2026-02-13T19:00:42Z
2808,ESP32-Miner-01,27.10,61.20,-0.06,-0.02,9.71,0.00,0.00,0.00,3.00,1.60,0.00,Worker-X99,SAFE,2026-02-13T19:00:43Z
2809,ESP32-Miner-01,26.10,66.40,-0.08,-0.04,9.79,0.00,0.00,0.00,10.00,4.90,0.00,Worker-X99,SAFE,2026-02-13T19:00:44Z
2810,ESP32-Miner-01,28.60,67.10,0.08,-0.09,9.89,0.00,0.00,0.00,52.00,0.70,0.00,Worker-X99,SAFE,2026-02-13T19:00:45Z
2811,ESP32-Miner-01,29.30,60.30,0.00,0.06,9.90,0.00,0.00,0.00,56.00,1.30,0.00,Worker-X99,SAFE,2026-02-13T19:00:46Z
2812,ESP32-Miner-01,27.50,65.70,0.07,-0.02,9.83,0.00,0.00,0.00,0.00,2.80,0.00,Worker-X99,SAFE,2026-02-13T19:00:47Z
2813,ESP32-Miner-01,28.50,64.50,-0.06,-0.07,9.84,0.00,0.00,0.00,32.00,2.90,0.00,Worker-X99,SAFE,2026-02-13T19:00:48Z
2814,ESP32-Miner-01,29.80,62.10,-0.04,-0.03,9.87,0.00,0.00,0.00,46.00,1.20,0.00,Worker-X99,SAFE,2026-02-13T19:00:49Z
2815,ESP32-Miner-01,26.60,68.90,0.03,0.08,9.71,0.00,0.00,0.00,42.00,3.30,0.00,Worker-X99,SAFE,2026-02-13T19:00:50Z
2816,ESP32-Miner-01,26.10,66.60,-0.09,-0.06,9.80,0.00,0.00,0.00,24.00,4.10,0.00,Worker-X99,SAFE,2026-02-13T19:00:51Z
2817,ESP32-Miner-01,26.90,69.40,-0.07,0.03,9.86,0.00,0.00,0.00,38.00,2.20,0.00,Worker-X99,SAFE,2026-02-13T19:00:52Z
2818,ESP32-Miner-01,28.10,68.00,-0.07,-0.07,9.72,0.00,0.00,0.00,42.00,1.00,0.00,Worker-X99,SAFE,2026-02-13T19:00:53Z
2819,ESP32-Miner-01,29.90,69.80,0.09,-0.10,9.78,0.00,0.00,0.00,3.00,3.80,0.00,Worker-X99,SAFE,2026-02-13T19:00:54Z
2820,ESP32-Miner-01,28.00,68.80,-0.05,0.03,9.77,0.00,0.00,0.00,33.00,2.50,0.00,Worker-X99,SAFE,2026-02-13T19:00:55Z
2821,ESP32-Miner-01,29.30,69.40,-0.03,-0.04,9.74,0.00,0.00,0.00,9.00,3.00,0.00,Worker-X99,SAFE,2026-02-13T19:00:56Z
2822,ESP32-Miner-01,29.60,65.90,0.06,0.06,9.85,0.00,0.00,0.00,10.00,4.30,0.00,Worker-X99,SAFE,2026-02-13T19:00:57Z
2823,ESP32-Miner-01,26.60,62.20,-0.10,-0.09,9.87,0.00,0.00,0.00,37.00,0.40,0.00,Worker-X99,SAFE,2026-02-13T19:00:58Z
2824,ESP32-Miner-01,28.00,66.30,0.03,0.07,9.81,0.00,0.00,0.00,69.00,1.40,0.00,Worker-X99,SAFE,2026-02-13T19:00:59Z
2825,ESP32-Miner-01,26.30,66.70,0.01,-0.01,9.82,0.00,0.00,0.00,28.00,3.40,0.00,Worker-X99,SAFE,2026-02-13T19:01:00Z
2826,ESP32-Miner-01,27.10,67.80,-0.02,-0.01,9.83,0.00,0.00,0.00,33.00,4.00,0.00,Worker-X99,SAFE,2026-02-13T19:01:01Z
2827,ESP32-Miner-01,26.10,64.00,0.00,0.03,9.73,0.00,0.00,0.00,6.00,3.40,0.00,Worker-X99,SAFE,2026-02-13T19:01:02Z
2828,ESP32-Miner-01,26.40,67.60,-0.09,-0.05,9.84,0.00,0.00,0.00,61.00,0.50,0.00,Worker-X99,SAFE,2026-02-13T19:01:03Z
2829,ESP32-Miner-01,28.30,69.10,-0.03,-0.08,9.86,0.00,0.00,0.00,8.00,0.00,0.00,Worker-X99,SAFE,2026-02-13T19:01:04Z
2830,ESP32-Miner-01,28.80,63.60,0.09,0.09,9.82,0.00,0.00,0.00,5.00,2.30,0.00,Worker-X99,SAFE,2026-02-13T19:01:05Z
2831,ESP32-Miner-01,27.50,66.90,-0.09,0.04,9.74,0.00,0.00,0.00,52.00,1.10,0.00,Worker-X99,SAFE,2026-02-13T19:01:06Z
2832,ESP32-Miner-01,27.80,61.20,-0.03,0.05,9.78,0.00,0.00,0.00,59.00,0.50,0.00,Worker-X99,SAFE,2026-02-13T19:01:07Z
2833,ESP32-Miner-01,26.60,69.90,-0.04,0.06,9.78,0.00,0.00,0.00,65.00,1.70,0.00,Worker-X99,SAFE,2026-02-13T19:01:08Z
2834,ESP32-Miner-01,29.50,66.30,-0.05,-0.06,9.74,0.00,0.00,0.00,67.00,2.10,0.00,Worker-X99,SAFE,2026-02-13T19:01:09Z
2835,ESP32-Miner-01,27.30,68.20,-0.01,-0.10,9.75,0.00,0.00,0.00,60.00,0.30,0.00,Worker-X99,SAFE,2026-02-13T19:01:10Z
2836,ESP32-Miner-01,26.80,62.30,0.02,-0.07,9.86,0.00,0.00,0.00,34.00,0.40,0.00,Worker-X99,SAFE,2026-02-13T19:01:11Z
2837,ESP32-Miner-01,27.70,62.60,-0.09,0.09,9.86,0.00,0.00,0.00,52.00,1.60,0.00,Worker-X99,SAFE,2026-02-13T19:01:12Z
2838,ESP32-Miner-01,28.80,64.10,-0.04,0.06,9.82,0.00,0.00,0.00,43.00,0.30,0.00,Worker-X99,SAFE,2026-02-13T19:01:13Z
2839,ESP32-Miner-01,28.40,61.20,0.04,0.05,9.89,0.00,0.00,0.00,60.00,2.40,0.00,Worker-X99,SAFE,2026-02-13T19:01:14Z
2840,ESP32-Miner-01,28.70,64.60,0.00,0.03,9.72,0.00,0.00,0.00,75.00,3.30,0.00,Worker-X99,SAFE,2026-02-13T19:01:15Z
2841,ESP32-Miner-01,28.30,65.20,0.02,-0.06,9.73,0.00,0.00,0.00,18.00,0.70,0.00,Worker-X99,SAFE,2026-02-13T19:01:16Z
2842,ESP32-Miner-01,26.30,68.40,0.09,0.07,9.75,0.00,0.00,0.00,75.00,3.50,0.00,Worker-X99,SAFE,2026-02-13T19:01:17Z
2843,ESP32-Miner-01,29.30,64.60,0.07,-0.05,9.89,0.00,0.00,0.00,68.00,3.30,0.00,Worker-X99,SAFE,2026-02-13T19:01:18Z
2844,ESP32-Miner-01,29.00,68.00,-0.09,-0.08,9.88,0.00,0.00,0.00,42.00,2.80,0.00,Worker-X99,SAFE,2026-02-13T19:01:19Z
2845,ESP32-Miner-01,27.40,60.90,0.09,-0.10,9.75,0.00,0.00,0.00,71.00,1.20,0.00,Worker-X99,SAFE,2026-02-13T19:01:20Z
2846,ESP32-Miner-01,29.70,68.30,-0.05,0.00,9.90,0.00,0.00,0.00,69.00,2.50,0.00,Worker-X99,SAFE,2026-02-13T19:01:21Z
2847,ESP32-Miner-01,27.10,67.10,0.08,0.06,9.77,0.00,0.00,0.00,33.00,4.80,0.00,Worker-X99,SAFE,2026-02-13T19:01:22Z
2848,ESP32-Miner-01,29.60,61.60,0.06,-0.04,9.86,0.00,0.00,0.00,61.00,0.90,0.00,Worker-X99,SAFE,2026-02-13T19:01:23Z
2849,ESP32-Miner-01,27.30,63.60,0.04,-0.06,9.78,0.00,0.00,0.00,4.00,0.00,0.00,Worker-X99,SAFE,2026-02-13T19:01:24Z
2850,ESP32-Miner-01,26.30,69.80,0.08,-0.10,9.86,0.00,0.00,0.00,73.00,1.40,0.00,Worker-X99,SAFE,2026-02-13T19:01:25Z
2851,ESP32-Miner-01,29.40,60.50,0.06,0.04,9.90,0.00,0.00,0.00,66.00,4.60,0.00,Worker-X99,SAFE,2026-02-13T19:01:26Z
2852,ESP32-Miner-01,27.40,62.70,-0.08,-0.07,9.82,0.00,0.00,0.00,48.00,4.50,0.00,Worker-X99,SAFE,2026-02-13T19:01:27Z
2853,ESP32-Miner-01,27.00,65.90,0.06,0.07,9.78,0.00,0.00,0.00,39.00,3.60,0.00,Worker-X99,SAFE,2026-02-13T19:01:28Z
2854,ESP32-Miner-01,29.40,67.10,0.05,-0.04,9.83,0.00,0.00,0.00,37.00,4.70,0.00,Worker-X99,SAFE,2026-02-13T19:01:29Z
2855,ESP32-Miner-01,29.50,61.80,-0.08,0.03,9.74,0.00,0.00,0.00,74.00,1.50,0.00,Worker-X99,SAFE,2026-02-13T19:01:30Z
2856,ESP32-Miner-01,29.00,66.50,0.05,-0.07,9.78,0.00,0.00,0.00,12.00,1.70,0.00,Worker-X99,SAFE,2026-02-13T19:01:32Z
2857,ESP32-Miner-01,29.10,62.30,0.05,0.00,9.82,0.00,0.00,0.00,11.00,4.50,0.00,Worker-X99,SAFE,2026-02-13T19:01:33Z
2858,ESP32-Miner-01,27.50,62.60,-0.08,0.02,9.75,0.00,0.00,0.00,44.00,4.50,0.00,Worker-X99,SAFE,2026-02-13T19:01:34Z
2859,ESP32-Miner-01,27.30,63.80,0.01,-0.05,9.84,0.00,0.00,0.00,19.00,3.30,0.00,Worker-X99,SAFE,2026-02-13T19:01:35Z
2860,ESP32-Miner-01,28.00,65.90,-0.01,-0.05,9.81,0.00,0.00,0.00,70.00,1.20,0.00,Worker-X99,SAFE,2026-02-13T19:01:36Z
2861,ESP32-Miner-01,27.30,62.00,0.03,-0.07,9.87,0.00,0.00,0.00,72.00,2.40,0.00,Worker-X99,SAFE,2026-02-13T19:01:37Z
2862,ESP32-Miner-01,27.20,60.40,-0.03,0.06,9.78,0.00,0.00,0.00,72.00,2.30,0.00,Worker-X99,SAFE,2026-02-13T19:01:38Z
2863,ESP32-Miner-01,29.40,62.50,0.00,0.09,9.72,0.00,0.00,0.00,77.00,0.70,0.00,Worker-X99,SAFE,2026-02-13T19:01:39Z
2864,ESP32-Miner-01,27.60,65.40,-0.06,0.06,9.84,0.00,0.00,0.00,70.00,0.00,0.00,Worker-X99,SAFE,2026-02-13T19:01:40Z
2865,ESP32-Miner-01,29.30,65.10,0.01,0.00,9.81,0.00,0.00,0.00,78.00,0.30,0.00,Worker-X99,SAFE,2026-02-13T19:01:41Z
2866,ESP32-Miner-01,28.20,64.70,0.08,-0.06,9.82,0.00,0.00,0.00,2.00,4.00,0.00,Worker-X99,SAFE,2026-02-13T19:01:42Z
2867,ESP32-Miner-01,27.60,61.20,-0.01,-0.02,9.81,0.00,0.00,0.00,33.00,2.90,0.00,Worker-X99,SAFE,2026-02-13T19:01:43Z
2868,ESP32-Miner-01,26.70,68.90,0.01,-0.06,9.86,0.00,0.00,0.00,55.00,2.70,0.00,Worker-X99,SAFE,2026-02-13T19:01:44Z
2869,ESP32-Miner-01,27.00,61.30,-0.02,0.01,9.72,0.00,0.00,0.00,77.00,0.90,0.00,Worker-X99,SAFE,2026-02-13T19:01:45Z
2870,ESP32-Miner-01,29.70,60.70,-0.08,-0.03,9.72,0.00,0.00,0.00,45.00,2.40,0.00,Worker-X99,SAFE,2026-02-13T19:01:46Z
2871,ESP32-Miner-01,28.90,66.50,-0.03,-0.10,9.77,0.00,0.00,0.00,49.00,0.60,0.00,Worker-X99,SAFE,2026-02-13T19:01:47Z
2872,ESP32-Miner-01,27.00,68.60,0.04,-0.09,9.82,0.00,0.00,0.00,17.00,1.90,0.00,Worker-X99,SAFE,2026-02-13T19:01:48Z
2873,ESP32-Miner-01,29.60,64.20,0.06,0.08,9.82,0.00,0.00,0.00,12.00,3.50,0.00,Worker-X99,SAFE,2026-02-13T19:01:49Z
2874,ESP32-Miner-01,28.50,64.20,-0.10,0.05,9.71,0.00,0.00,0.00,33.00,0.40,0.00,Worker-X99,SAFE,2026-02-13T19:01:50Z
2875,ESP32-Miner-01,28.60,69.50,-0.05,-0.08,9.83,0.00,0.00,0.00,9.00,3.70,0.00,Worker-X99,SAFE,2026-02-13T19:01:51Z
2876,ESP32-Miner-01,26.50,66.40,-0.10,0.05,9.89,0.00,0.00,0.00,28.00,3.80,0.00,Worker-X99,SAFE,2026-02-13T19:01:52Z
